Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
300,Josh Magette\magetjo01,PG,30,ORL,8,38,5.2,.378,.267,.133,2.7,14.6,8.4,19.8,3.9,2.4,23.9,23.9,,-0.2,0.1,-0.1,-0.123,,-9.1,1.9,-7.1,0.0
301,Ian Mahinmi\mahinia01,C,33,WAS,35,750,14.5,.554,.124,.552,10.4,19.7,14.8,8.4,1.7,4.9,15.7,15.8,,0.7,0.6,1.3,.083,,-1.8,1.7,-0.1,0.4
302,Thon Maker\makerth01,C,22,DET,54,696,14.0,.606,.345,.607,7.9,16.0,11.9,7.6,1.5,4.2,17.1,16.0,,0.8,0.7,1.5,.102,,-1.4,1.1,-0.3,0.3
303,Terance Mann\mannte01,SG,23,LAC,35,271,7.1,.472,.222,.222,1.5,10.8,6.3,18.0,1.4,1.6,19.1,11.2,,0.0,0.3,0.3,.054,,-4.3,0.7,-3.5,-0.1
304,Boban Marjanović\marjabo01,C,31,DAL,29,258,22.2,.589,.073,.301,15.3,31.0,23.3,7.1,0.8,2.0,12.6,26.5,,0.5,0.3,0.9,.164,,-1.7,-2.2,-3.9,-0.1
305,Lauri Markkanen\markkla01,PF,22,CHI,46,1395,14.4,.560,.535,.271,4.3,19.8,11.7,7.8,1.3,1.5,11.1,21.2,,1.0,1.5,2.5,.088,,-0.7,-0.7,-1.4,0.2
306,Caleb Martin\martica02,SF,24,CHO,9,107,3.3,.392,.320,.280,2.0,12.7,7.1,9.4,1.4,1.7,15.1,13.5,,-0.2,0.1,-0.1,-0.047,,-7.1,-0.5,-7.5,-0.1
307,Cody Martin\martico01,SF,24,CHO,39,633,10.1,.498,.393,.313,4.8,14.8,9.6,12.9,2.2,1.0,14.5,13.8,,0.1,0.5,0.6,.046,,-3.0,0.4,-2.6,-0.1
308,Jeremiah Martin\martije02,PG,23,BRK,2,11,4.8,.250,.000,.000,0.0,9.1,4.7,12.4,4.3,0.0,0.0,15.2,,0.0,0.0,0.0,-0.053,,-9.2,1.3,-7.9,0.0
309,Kelan Martin\martike03,SF,24,MIN,24,416,8.0,.488,.527,.133,1.7,18.8,10.0,4.6,0.7,1.8,8.1,17.1,,-0.2,0.3,0.1,.011,,-4.3,-1.8,-6.1,-0.4
310,Frank Mason\masonfr01,PG,25,MIL,4,18,6.0,.285,.571,.571,5.8,5.1,5.5,32.3,2.5,0.0,10.2,22.3,,0.0,0.0,0.0,-0.022,,-4.7,-1.9,-6.6,0.0
311,Garrison Mathews\mathega01,SG,23,WAS,16,202,14.1,.726,.840,.640,3.1,9.5,6.2,6.5,0.7,0.4,9.8,14.6,,0.6,0.0,0.6,.144,,3.0,-4.2,-1.2,0.0
312,Wesley Matthews\matthwe02,SG,33,MIL,53,1302,8.4,.559,.693,.161,1.0,8.4,4.9,7.4,1.1,0.6,9.3,12.3,,0.8,1.9,2.7,.100,,-0.9,0.3,-0.6,0.5
313,Patrick McCaw\mccawpa01,SF,24,TOR,31,747,8.3,.531,.423,.117,2.3,7.0,4.7,12.2,2.1,0.5,14.8,9.7,,0.4,1.0,1.4,.089,,-1.9,1.3,-0.6,0.3
314,CJ McCollum\mccolcj01,SG,28,POR,54,1937,16.6,.537,.371,.123,1.8,9.7,5.8,17.9,1.0,1.4,8.1,26.1,,2.3,0.5,2.8,.069,,1.6,-2.3,-0.7,0.6
315,T.J. McConnell\mccontj01,PG,27,IND,55,1039,16.8,.546,.041,.110,3.0,12.4,7.7,38.2,1.8,0.9,18.5,17.4,,1.5,1.1,2.6,.122,,-0.8,-0.5,-1.3,0.2
316,Jalen McDaniels\mcdanja01,PF,22,CHO,7,104,12.9,.651,.400,.240,4.0,20.6,12.0,3.0,1.4,0.0,3.5,12.1,,0.2,0.1,0.3,.132,,-1.6,-2.2,-3.8,0.0
317,Doug McDermott\mcderdo01,PF,28,IND,57,1167,14.1,.623,.545,.108,2.1,11.4,6.8,8.0,0.3,0.3,6.8,19.3,,2.0,0.7,2.7,.111,,1.8,-2.9,-1.1,0.3
318,JaVale McGee\mcgeeja01,C,32,LAL,53,885,20.7,.657,.024,.266,12.4,25.3,19.0,5.3,1.4,8.1,12.4,15.4,,2.1,1.9,4.0,.216,,-0.5,4.2,3.7,1.3
319,Rodney McGruder\mcgruro01,SG,28,LAC,44,709,6.2,.458,.510,.177,3.7,13.8,8.8,5.2,1.5,1.0,11.2,10.4,,-0.2,0.9,0.7,.046,,-3.2,1.2,-2.1,0.0
320,Alfonzo McKinnie\mckinal01,SF,27,CLE,37,531,8.2,.479,.388,.191,6.4,14.9,10.6,3.4,1.9,1.0,12.2,15.1,,-0.2,0.3,0.0,.004,,-3.7,-1.5,-5.2,-0.4
321,Jordan McLaughlin\mclaujo01,PG,23,MIN,21,410,16.1,.568,.452,.159,1.0,9.0,4.9,30.9,2.4,0.8,11.2,15.3,,0.8,0.3,1.1,.133,,0.6,-1.8,-1.2,0.1
322,Ben McLemore\mclembe01,SG,26,HOU,56,1309,11.9,.621,.832,.133,1.4,8.6,5.0,5.4,1.2,0.8,8.4,15.8,,1.9,0.9,2.8,.102,,1.0,-2.1,-1.1,0.3
323,Jordan McRae\mcraejo01,SG,28,TOT,32,681,15.4,.526,.342,.270,2.8,15.0,8.7,18.6,1.4,2.0,9.5,24.3,,0.6,0.3,0.8,.059,,-0.4,-1.9,-2.3,0.0
323,Jordan McRae\mcraejo01,SG,28,WAS,29,654,15.3,.523,.334,.262,2.7,15.0,8.6,18.5,1.4,2.0,9.7,24.8,,0.5,0.2,0.7,.050,,-0.5,-2.0,-2.5,-0.1
323,Jordan McRae\mcraejo01,SG,28,DEN,3,27,19.5,.666,.800,.800,4.1,16.4,10.2,18.8,1.8,3.4,0.0,10.8,,0.1,0.0,0.1,.261,,3.2,1.0,4.2,0.0
324,Nicolò Melli\mellini01,C,29,NOP,45,722,13.2,.614,.652,.174,4.3,14.7,9.5,9.5,1.6,1.7,12.4,15.6,,1.0,0.6,1.6,.106,,0.7,-0.4,0.2,0.4
325,De'Anthony Melton\meltode01,PG,21,MEM,43,802,15.8,.537,.293,.331,3.8,16.6,10.3,21.7,3.2,1.5,16.1,20.3,,0.5,1.1,1.6,.096,,-0.8,1.7,0.9,0.6
326,Chimezie Metu\metuch01,PF,22,SAS,16,73,25.6,.597,.029,.229,14.6,23.5,19.1,13.9,0.7,4.8,11.5,25.8,,0.2,0.1,0.2,.161,,0.7,-0.2,0.4,0.0
327,Khris Middleton\middlkh01,SF,28,MIL,49,1453,22.2,.630,.371,.230,2.8,17.0,10.4,21.6,1.4,0.4,11.0,25.6,,4.2,2.7,6.9,.228,,3.9,0.4,4.3,2.3
328,Eric Mika\mikaer01,PF,25,SAC,1,19,14.0,.773,.000,.667,11.5,30.7,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.222,,-2.5,-6.0,-8.5,0.0
329,C.J. Miles\milescj01,SG,32,WAS,10,161,11.1,.472,.593,.339,2.6,5.6,4.0,9.8,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,.033,,-1.1,-1.9,-3.0,0.0
330,Malcolm Miller\millema01,SF,26,TOR,24,124,5.1,.449,.783,.261,0.9,10.8,5.9,8.2,1.5,1.5,10.5,9.9,,-0.1,0.2,0.1,.047,,-3.9,0.6,-3.3,0.0
331,Patty Mills\millspa02,PG,31,SAS,56,1281,14.6,.586,.672,.183,1.5,6.0,3.8,11.6,1.7,0.3,7.7,20.5,,1.9,0.4,2.3,.085,,2.8,-3.4,-0.6,0.5
332,Paul Millsap\millspa01,PF,34,DEN,37,908,18.4,.603,.281,.349,8.7,18.2,13.4,9.1,1.8,2.6,11.0,20.0,,2.0,1.2,3.2,.170,,1.1,0.8,1.8,0.9
333,Shake Milton\miltosh01,SG,23,PHI,24,364,11.1,.573,.520,.264,1.8,12.0,6.9,14.4,1.2,0.2,15.2,19.5,,0.2,0.4,0.6,.078,,-1.4,-1.8,-3.2,-0.1
334,Donovan Mitchell\mitchdo01,SG,23,UTA,55,1892,19.1,.559,.339,.226,2.2,11.0,6.8,21.4,1.5,0.5,11.1,30.9,,2.6,2.0,4.6,.118,,2.0,-0.8,1.2,1.5
335,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.1,.438,.688,.000,0.0,15.4,7.7,22.3,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.013,,-2.7,-1.1,-3.8,0.0
336,Adam Mokoka\mokokad01,SG,21,CHI,8,57,7.8,.428,.474,.105,11.1,2.0,6.7,7.6,1.7,0.0,4.8,15.6,,0.0,0.0,0.0,.030,,-1.9,-2.5,-4.3,0.0
337,Malik Monk\monkma01,SG,21,CHO,54,1142,12.9,.536,.421,.211,2.4,12.9,7.4,16.5,1.0,1.3,12.9,22.9,,0.2,0.5,0.7,.030,,-1.5,-2.2,-3.7,-0.5
338,Matt Mooney\moonema01,SG,22,CLE,2,5,21.6,.500,.500,.000,0.0,22.3,11.1,31.7,0.0,17.1,0.0,17.0,,0.0,0.0,0.0,.183,,-0.4,6.3,5.9,0.0
339,E'Twaun Moore\mooreet01,SG,30,NOP,44,861,11.7,.511,.395,.108,3.4,10.2,6.8,11.3,1.3,0.8,7.4,20.5,,0.4,0.5,0.8,.045,,-1.3,-2.1,-3.4,-0.3
340,Ja Morant\moranja01,PG,20,MEM,50,1495,17.9,.567,.158,.338,2.3,9.7,6.1,34.4,1.5,0.7,17.4,26.2,,1.8,0.9,2.7,.086,,0.6,-1.6,-1.0,0.4
341,Juwan Morgan\morgaju01,PF,22,UTA,15,68,10.2,.594,.250,.000,8.4,21.4,15.2,4.2,0.0,1.2,15.8,12.2,,0.1,0.1,0.1,.088,,-3.0,-0.6,-3.6,0.0
342,Marcus Morris\morrima03,SF-PF,30,TOT,47,1518,15.7,.576,.417,.292,3.4,14.5,8.8,6.9,1.2,1.3,9.7,23.6,,2.0,1.0,3.0,.094,,0.8,-1.9,-1.1,0.3
342,Marcus Morris\morrima03,SF,30,NYK,43,1387,16.6,.582,.415,.311,3.5,14.6,8.9,6.9,1.2,1.2,9.2,24.3,,2.2,0.8,3.0,.104,,1.3,-2.2,-0.9,0.4
342,Marcus Morris\morrima03,PF,30,LAC,4,131,5.6,.476,.439,.000,1.6,13.1,7.4,6.3,1.1,2.7,18.0,15.8,,-0.2,0.2,0.0,-0.014,,-5.0,1.0,-3.9,-0.1
343,Markieff Morris\morrima02,PF,30,DET,44,988,12.8,.573,.486,.203,2.7,17.1,9.9,10.9,1.3,0.9,14.2,21.7,,0.4,0.7,1.1,.053,,-0.9,-1.4,-2.3,-0.1
344,Monte Morris\morrimo01,PG,24,DEN,57,1214,15.4,.539,.290,.129,1.8,7.7,4.7,24.2,1.8,0.8,7.8,17.5,,2.1,1.1,3.2,.126,,0.2,-1.6,-1.4,0.2
345,Johnathan Motley\motlejo01,PF,24,LAC,13,41,28.4,.774,.067,.467,7.7,17.2,12.5,32.9,3.4,0.0,21.7,23.3,,0.2,0.1,0.3,.297,,5.3,1.4,6.7,0.1
346,Emmanuel Mudiay\mudiaem01,PG,23,UTA,46,742,13.9,.550,.264,.236,2.6,13.6,8.4,21.9,1.2,1.1,16.7,22.2,,0.4,0.8,1.2,.079,,-1.5,0.1,-1.4,0.1
347,Dejounte Murray\murrade01,PG,23,SAS,52,1284,17.2,.545,.164,.192,5.0,20.0,12.5,23.4,3.3,0.9,16.3,20.0,,1.0,1.5,2.5,.093,,0.2,1.8,2.0,1.3
348,Jamal Murray\murraja01,PG,22,DEN,47,1528,17.9,.559,.346,.216,2.5,10.8,6.7,22.8,1.9,0.8,11.9,25.6,,2.2,1.5,3.7,.116,,1.8,-0.9,0.9,1.1
349,Džanan Musa\musadz01,SF,20,BRK,35,404,8.4,.467,.468,.317,5.0,12.9,9.0,11.0,1.5,0.2,15.5,19.4,,-0.4,0.5,0.1,.010,,-4.2,-0.9,-5.1,-0.3
350,Mike Muscala\muscami01,C,28,OKC,38,468,12.7,.573,.753,.147,3.2,17.5,10.6,9.4,0.7,1.8,7.5,16.3,,0.6,0.5,1.1,.114,,0.4,-0.9,-0.5,0.2
351,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,49,1081,11.3,.602,.705,.172,1.6,7.3,4.4,10.8,1.4,0.3,12.5,16.4,,1.1,0.4,1.6,.070,,0.7,-2.2,-1.6,0.1
352,Abdel Nader\naderab01,SF,26,OKC,41,627,10.7,.594,.492,.265,2.0,9.2,5.7,5.9,1.2,1.6,14.0,16.5,,0.3,0.6,0.9,.068,,-1.6,-0.9,-2.5,-0.1
353,Larry Nance\nancela02,C,27,CLE,47,1182,16.9,.603,.392,.170,8.0,24.1,16.0,11.4,1.6,1.5,11.8,15.2,,2.1,0.8,2.9,.119,,1.0,0.6,1.6,1.1
354,Shabazz Napier\napiesh01,PG,28,TOT,42,969,14.4,.548,.567,.307,2.1,11.3,6.6,31.3,2.4,0.7,19.6,19.2,,0.8,0.7,1.6,.077,,0.1,-1.3,-1.1,0.2
354,Shabazz Napier\napiesh01,PG,28,MIN,36,856,14.1,.539,.562,.311,2.0,11.8,6.7,31.8,2.2,0.7,19.1,19.2,,0.7,0.7,1.3,.074,,0.0,-1.2,-1.2,0.2
354,Shabazz Napier\napiesh01,PG,28,WAS,6,113,16.7,.619,.611,.278,2.8,8.0,5.3,27.6,3.7,0.8,22.9,19.2,,0.2,0.1,0.2,.097,,1.2,-1.9,-0.7,0.0
355,Raul Neto\netora01,PG,27,PHI,46,515,10.5,.531,.411,.139,2.3,8.3,5.3,18.7,2.0,0.8,17.7,17.0,,0.0,0.6,0.7,.061,,-2.7,-0.9,-3.6,-0.2
356,Malik Newman\newmama01,SG,22,CLE,1,4,-11.2,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.3,,0.0,0.0,0.0,-0.502,,-19.0,-10.4,-29.4,0.0
357,Georges Niang\niangge01,PF,26,UTA,50,677,12.4,.618,.689,.098,1.9,13.0,7.7,7.3,0.9,0.6,9.6,16.8,,0.9,0.7,1.6,.113,,0.9,-1.1,-0.3,0.3
358,Nerlens Noel\noelne01,C,25,OKC,48,891,22.6,.714,.013,.386,9.8,19.7,14.9,8.5,2.8,6.9,14.7,15.5,,2.6,1.9,4.5,.241,,1.4,5.4,6.8,2.0
359,Zach Norvell\norveza01,SG,22,TOT,5,41,2.6,.402,.667,.083,0.0,16.2,7.9,10.3,2.3,0.0,19.4,16.0,,-0.1,0.0,-0.1,-0.084,,-7.2,-1.7,-8.9,-0.1
359,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.6,.000,.000,.000,0.0,21.3,10.9,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.153,,-14.3,-2.9,-17.3,0.0
359,Zach Norvell\norveza01,SG,22,GSW,3,36,3.8,.437,.727,.091,0.0,15.5,7.5,11.7,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.075,,-6.2,-1.5,-7.7,-0.1
360,Jaylen Nowell\nowelja01,SG,20,MIN,10,117,9.5,.467,.523,.273,2.6,6.5,4.5,16.3,0.0,0.7,5.7,18.4,,0.1,0.0,0.1,.024,,-2.3,-4.3,-6.7,-0.1
361,Frank Ntilikina\ntilila01,PG,21,NYK,50,1041,9.3,.483,.406,.161,2.1,9.4,5.6,20.2,2.2,1.4,17.3,15.1,,-0.2,0.8,0.6,.028,,-2.6,-0.2,-2.8,-0.2
362,Kendrick Nunn\nunnke01,SG,24,MIA,53,1590,13.3,.537,.415,.116,1.0,8.6,5.0,19.2,1.4,0.7,10.7,23.6,,0.7,1.3,2.0,.061,,-0.5,-2.1,-2.6,-0.2
363,David Nwaba\nwabada01,SF,27,BRK,20,268,14.1,.627,.394,.380,3.1,13.8,8.6,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.146,,-1.6,1.6,0.0,0.1
364,Royce O'Neale\onealro01,PF,26,UTA,56,1624,9.0,.588,.625,.114,1.5,17.1,9.6,11.5,1.2,1.2,13.9,8.9,,1.5,2.0,3.5,.104,,-0.3,2.7,2.4,1.8
365,Kyle O'Quinn\oquinky01,C,29,PHI,22,221,17.5,.552,.328,.172,13.4,26.6,20.1,20.8,0.9,6.5,20.7,16.9,,0.2,0.4,0.7,.145,,-1.0,4.4,3.4,0.3
366,Semi Ojeleye\ojelese01,PF,25,BOS,53,772,7.3,.547,.620,.209,2.8,11.0,7.0,4.8,1.1,0.5,6.6,8.3,,0.6,0.8,1.4,.089,,-1.5,0.0,-1.5,0.1
367,Jahlil Okafor\okafoja01,C,24,NOP,27,420,18.1,.631,.014,.403,11.4,17.9,14.7,12.9,0.8,3.8,17.5,20.1,,0.8,0.4,1.1,.129,,-0.5,0.8,0.3,0.2
368,Elie Okobo\okoboel01,PG,22,PHO,47,621,11.0,.511,.409,.384,2.4,10.8,6.5,21.9,1.7,0.6,13.9,14.7,,0.4,0.5,0.9,.070,,-2.0,-1.1,-3.1,-0.2
369,Josh Okogie\okogijo01,SG,21,MIN,53,1299,11.7,.543,.391,.494,5.6,13.3,9.3,9.0,2.2,1.3,15.0,15.8,,0.7,1.1,1.8,.067,,-1.6,0.7,-1.0,0.3
370,KZ Okpala\okpalkz01,SF,20,MIA,5,26,13.8,.595,.200,.400,4.5,16.5,10.8,5.5,3.8,3.8,14.5,11.6,,0.0,0.1,0.1,.121,,-2.9,3.3,0.4,0.0
371,Victor Oladipo\oladivi01,SG,27,IND,8,200,6.1,.428,.473,.183,3.3,6.1,4.7,14.7,1.0,0.4,13.7,25.6,,-0.5,0.1,-0.3,-0.083,,-4.3,-3.3,-7.6,-0.3
372,Kelly Olynyk\olynyke01,C,28,MIA,50,972,13.6,.617,.584,.262,4.0,21.2,13.0,11.0,1.7,1.7,15.0,16.6,,1.2,1.3,2.5,.123,,-0.1,0.6,0.5,0.6
373,Miye Oni\onimi01,SG,22,UTA,3,8,-5.0,,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.141,,-11.7,0.8,-10.9,0.0
374,Cedi Osman\osmande01,SF,24,CLE,56,1628,11.0,.559,.532,.155,1.9,11.9,6.9,12.0,1.4,0.8,12.4,16.5,,1.1,0.4,1.5,.043,,-0.2,-1.2,-1.4,0.2
375,Kelly Oubre\oubreke01,SF,24,PHO,55,1895,15.0,.559,.374,.298,3.8,17.4,10.4,6.7,1.7,1.8,8.2,22.4,,1.7,2.0,3.7,.094,,-0.5,-0.4,-0.8,0.6
376,Tariq Owens\owensta01,PF,24,PHO,3,15,8.5,.340,.400,.400,14.4,7.5,11.1,0.0,3.1,0.0,0.0,16.6,,0.0,0.0,0.0,.020,,-5.0,-4.3,-9.3,0.0
377,Jeremy Pargo\pargoje01,PG,33,GSW,3,44,12.8,.557,.318,.045,2.4,5.1,3.7,33.4,1.1,0.0,15.1,25.6,,0.0,0.0,0.0,.012,,-0.6,-5.9,-6.5,0.0
378,Jabari Parker\parkeja01,PF,24,TOT,33,852,17.1,.561,.291,.185,6.8,18.0,12.3,11.8,2.3,1.5,12.2,24.0,,0.5,0.7,1.2,.069,,-0.3,-0.6,-0.9,0.2
378,Jabari Parker\parkeja01,PF,24,ATL,32,837,17.3,.565,.293,.183,6.9,17.7,12.3,11.7,2.3,1.5,12.4,24.1,,0.6,0.7,1.2,.072,,-0.1,-0.6,-0.7,0.3
378,Jabari Parker\parkeja01,PF,24,SAC,1,15,4.1,.291,.167,.333,0.0,31.1,15.0,17.5,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,-0.079,,-9.6,-2.1,-11.7,0.0
379,Chandler Parsons\parsoch01,SF,31,ATL,5,54,5.6,.389,.778,.000,2.0,12.0,7.0,7.5,3.4,1.5,14.3,16.2,,-0.1,0.1,-0.1,-0.064,,-5.2,-0.3,-5.4,0.0
380,Eric Paschall\pascher01,PF,23,GSW,52,1397,13.6,.558,.196,.312,5.5,13.7,9.4,10.3,1.0,0.8,11.9,21.3,,0.9,0.5,1.3,.045,,-1.8,-2.1,-3.9,-0.7
381,Anžejs Pasečņiks\pasecan01,C,24,WAS,20,370,12.3,.560,.020,.490,10.5,17.3,13.8,6.3,1.0,2.3,15.1,16.4,,0.3,0.1,0.5,.059,,-2.6,-1.1,-3.8,-0.2
382,Patrick Patterson\pattepa01,PF,30,LAC,46,578,11.6,.567,.753,.191,5.3,15.3,10.4,6.8,0.5,0.5,7.2,14.9,,0.8,0.6,1.4,.116,,0.4,-1.5,-1.1,0.1
383,Justin Patton\pattoju01,C,22,OKC,5,24,4.7,.450,.400,.000,4.8,17.8,11.5,12.5,0.0,0.0,16.7,22.0,,0.0,0.0,0.0,-0.062,,-5.8,-2.9,-8.8,0.0
384,Chris Paul\paulch01,PG,34,OKC,56,1777,21.6,.608,.355,.313,1.3,15.9,8.9,32.8,2.4,0.4,12.9,23.0,,5.0,2.3,7.3,.197,,4.2,0.7,4.9,3.1
385,Elfrid Payton\paytoel01,PG,25,NYK,36,988,15.9,.460,.166,.157,4.4,14.0,9.0,37.8,3.0,1.5,15.9,19.4,,0.3,1.1,1.3,.065,,-0.6,1.2,0.6,0.6
386,Gary Payton\paytoga02,PG,27,WAS,24,407,11.2,.466,.380,.074,6.5,13.3,9.7,14.3,3.7,1.5,14.6,13.3,,0.0,0.3,0.4,.046,,-1.5,1.3,-0.1,0.2
387,Norvel Pelle\pelleno01,C,26,PHI,17,170,12.2,.549,.000,.364,9.7,27.6,18.7,5.6,0.3,12.4,25.4,13.0,,-0.1,0.4,0.3,.097,,-6.7,6.5,-0.3,0.1
388,Theo Pinson\pinsoth01,SG,24,BRK,29,346,5.3,.377,.513,.105,3.0,11.8,7.6,22.1,2.1,0.5,16.8,23.1,,-1.0,0.4,-0.5,-0.073,,-5.8,-0.6,-6.4,-0.4
389,Mason Plumlee\plumlma01,C,29,DEN,45,778,19.2,.616,.018,.535,11.3,23.5,17.4,20.3,1.6,3.1,19.8,18.6,,1.4,1.2,2.6,.161,,0.1,2.8,2.9,0.9
390,Vincent Poirier\poirivi01,C,26,BOS,19,111,12.9,.543,.065,.226,9.8,23.0,16.4,8.8,0.9,5.0,15.0,15.4,,0.1,0.2,0.3,.127,,-3.4,2.3,-1.1,0.0
391,Jakob Pöltl\poeltja01,C,24,SAS,56,951,19.8,.612,.000,.326,11.6,22.9,17.2,14.5,1.5,7.7,15.2,13.2,,2.0,1.3,3.3,.168,,0.2,4.8,5.0,1.7
392,Shamorie Ponds\pondssh01,PG,21,TOR,4,11,33.3,.765,.400,.400,0.0,9.3,4.8,31.6,0.0,8.7,0.0,22.9,,0.1,0.0,0.1,.455,,9.0,0.0,9.0,0.0
393,Jordan Poole\poolejo01,SG,20,GSW,50,1097,6.3,.432,.534,.227,0.7,10.1,5.2,13.8,1.3,0.7,10.5,20.8,,-1.7,0.3,-1.4,-0.059,,-4.5,-2.9,-7.5,-1.5
394,Kevin Porter\porteke02,SF,19,CLE,44,979,10.3,.540,.360,.229,1.9,13.6,7.7,13.1,1.9,0.9,17.9,20.4,,-0.4,0.4,0.0,.001,,-2.6,-1.1,-3.7,-0.4
395,Michael Porter\portemi01,PF,21,DEN,41,573,19.3,.600,.364,.158,8.5,25.5,17.0,7.9,1.5,2.8,10.5,22.3,,1.0,0.9,1.8,.155,,0.2,-0.4,-0.2,0.3
396,Otto Porter\porteot01,SF,26,CHI,9,226,13.5,.544,.476,.238,3.7,11.7,7.5,9.4,1.9,1.2,7.0,18.8,,0.2,0.2,0.5,.098,,-0.7,-1.0,-1.7,0.0
397,Bobby Portis\portibo01,C,24,NYK,56,1169,14.1,.519,.337,.163,6.6,20.7,13.4,11.7,1.2,0.9,10.8,21.1,,0.6,0.9,1.4,.059,,-1.2,-1.0,-2.2,0.0
398,Kristaps Porziņģis\porzikr01,PF,24,DAL,43,1317,18.9,.540,.437,.292,5.7,25.2,15.6,7.8,1.1,5.4,8.9,26.4,,1.4,2.0,3.3,.122,,-0.8,0.7,-0.1,0.6
399,Dwight Powell\poweldw01,C,28,DAL,40,1061,16.1,.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,,2.7,1.0,3.7,.166,,1.5,1.3,2.7,1.3
400,Norman Powell\powelno01,SG,26,TOR,38,1072,16.7,.623,.455,.237,2.2,12.0,7.2,9.2,2.1,1.3,10.9,20.9,,1.7,1.7,3.4,.150,,1.2,0.3,1.6,1.0
401,Julius Randle\randlju01,PF,25,NYK,54,1770,16.6,.526,.245,.336,7.0,24.6,15.5,16.4,1.2,1.0,14.4,27.4,,0.3,1.5,1.8,.048,,-0.6,-0.2,-0.8,0.6
402,Josh Reaves\reavejo02,SG,22,DAL,2,1,-40.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,-1.035,,-38.5,-12.3,-50.7,0.0
403,Cam Reddish\reddica01,SF,20,ATL,50,1323,8.0,.472,.448,.240,2.6,12.9,7.7,8.3,1.9,1.5,13.5,18.6,,-1.4,0.7,-0.7,-0.025,,-4.0,-0.7,-4.7,-0.9
404,J.J. Redick\redicjj01,SG,35,NOP,52,1401,15.4,.638,.618,.287,0.7,9.5,5.0,10.5,0.6,0.5,9.1,20.3,,3.2,0.4,3.6,.123,,2.6,-3.2,-0.6,0.5
405,Naz Reid\reidna01,C,20,MIN,21,270,16.6,.533,.470,.188,7.2,18.9,12.8,10.1,1.7,3.1,8.0,26.8,,0.2,0.3,0.5,.088,,0.0,-1.4,-1.4,0.0
406,Josh Richardson\richajo01,SG,26,PHI,43,1329,12.2,.532,.379,.223,2.8,8.7,5.8,15.3,1.5,1.7,13.4,21.6,,0.2,1.6,1.8,.066,,-1.2,-0.3,-1.5,0.2
407,Austin Rivers\riverau01,SG,27,HOU,52,1222,10.0,.529,.541,.203,1.6,9.2,5.4,9.1,1.4,0.6,7.0,15.0,,1.0,0.9,1.8,.071,,-1.5,-1.3,-2.9,-0.3
408,Duncan Robinson\robindu01,SF,25,MIA,56,1639,12.4,.662,.880,.089,0.6,11.1,6.1,7.3,0.8,0.8,7.7,15.6,,2.8,1.2,4.0,.117,,2.8,-1.8,1.0,1.2
409,Glenn Robinson\robingl02,SF,26,TOT,52,1574,13.4,.573,.332,.140,4.4,11.7,7.9,8.8,1.5,0.9,8.3,16.6,,1.6,0.7,2.3,.071,,-0.4,-1.1,-1.5,0.2
409,Glenn Robinson\robingl02,SF,26,GSW,48,1516,13.2,.574,.335,.146,4.5,11.8,8.0,8.8,1.4,0.8,8.5,16.6,,1.6,0.6,2.1,.068,,-0.4,-1.2,-1.6,0.1
409,Glenn Robinson\robingl02,SF,26,PHI,4,58,17.9,.565,.261,.000,1.9,9.4,5.7,8.4,5.0,1.5,4.2,17.8,,0.1,0.1,0.2,.148,,-0.5,1.8,1.3,0.0
410,Jerome Robinson\robinje01,SG,22,TOT,47,561,5.0,.424,.476,.128,1.1,13.5,7.3,12.1,1.3,1.2,13.9,14.8,,-0.6,0.6,-0.1,-0.006,,-4.8,-0.1,-4.9,-0.4
410,Jerome Robinson\robinje01,SG,22,LAC,42,476,4.8,.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,,-0.6,0.5,0.0,-0.004,,-4.8,0.3,-4.5,-0.3
410,Jerome Robinson\robinje01,SG,22,WAS,5,85,6.0,.433,.393,.071,1.2,23.8,12.1,9.3,1.1,0.0,6.5,15.1,,-0.1,0.0,0.0,-0.015,,-4.9,-2.4,-7.3,-0.1
