Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
191,Maurice Harkless\harklma01,SF,26,NYK,2,42,5.8,.438,.500,.000,2.4,18.3,10.1,6.4,1.2,0.0,11.1,9.1,,0.0,0.0,0.0,.009,,-5.0,-0.7,-5.7,0.0
192,Jared Harper\harpeja01,PG,22,PHO,3,8,-5.3,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.249,,-11.5,-6.9,-18.4,0.0
193,Montrezl Harrell\harremo01,C,26,LAC,55,1561,22.7,.599,.022,.408,10.1,15.6,12.9,10.6,1.1,3.5,10.2,25.4,,3.7,2.2,5.9,.181,,1.1,1.2,2.2,1.7
194,Gary Harris\harriga01,SG,25,DEN,48,1537,9.0,.497,.416,.179,1.6,8.5,5.0,8.9,2.0,0.6,9.2,15.3,,0.1,1.5,1.6,.049,,-1.8,0.0,-1.8,0.1
195,Joe Harris\harrijo01,SF,28,BRK,54,1692,12.6,.591,.536,.122,3.0,10.8,7.0,10.3,1.0,0.7,10.8,17.4,,1.9,1.6,3.5,.099,,0.5,-0.4,0.2,0.9
196,Tobias Harris\harrito02,PF,27,PHI,57,1962,16.2,.556,.308,.190,2.3,19.2,10.8,14.1,1.0,1.3,8.1,23.2,,2.3,2.5,4.9,.119,,0.1,0.0,0.1,1.0
197,Shaquille Harrison\harrish01,SF,26,CHI,36,305,16.0,.526,.232,.330,4.1,16.2,9.9,17.2,3.0,2.8,10.5,20.0,,0.3,0.5,0.7,.116,,-2.1,1.4,-0.7,0.1
198,Josh Hart\hartjo01,SF,24,NOP,50,1406,12.1,.570,.678,.199,3.6,21.3,12.4,7.5,1.7,1.2,10.9,15.2,,1.2,1.4,2.6,.088,,-0.1,0.3,0.2,0.8
199,Isaiah Hartenstein\harteis01,C,21,HOU,23,266,18.8,.674,.075,.418,11.3,24.2,17.7,9.8,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.192,,-0.8,2.0,1.2,0.2
200,Udonis Haslem\hasleud01,PF,39,MIA,3,21,3.1,.322,.333,.667,0.0,40.9,21.3,6.2,0.0,0.0,0.0,16.3,,0.0,0.0,0.0,-0.029,,-10.4,-2.6,-12.9,-0.1
201,Jaxson Hayes\hayesja02,C,19,NOP,54,937,18.1,.677,.017,.749,9.1,15.8,12.5,7.6,1.1,4.6,11.5,15.2,,2.6,0.9,3.5,.178,,0.4,1.5,1.8,0.9
202,Gordon Hayward\haywago01,SF,29,BOS,39,1304,18.5,.596,.308,.184,3.4,18.0,10.8,19.6,1.1,1.2,10.8,20.9,,2.8,1.7,4.5,.166,,2.2,0.7,2.9,1.6
203,John Henson\hensojo01,PF,29,TOT,34,490,17.9,.567,.227,.255,9.2,22.1,15.6,14.2,1.9,6.8,14.7,16.0,,0.6,0.6,1.2,.119,,-0.9,3.6,2.7,0.6
203,John Henson\hensojo01,PF,29,CLE,29,412,17.0,.539,.258,.275,8.5,22.2,15.3,15.3,1.9,6.6,13.5,16.1,,0.4,0.5,0.9,.107,,-1.1,3.5,2.4,0.5
203,John Henson\hensojo01,PF,29,DET,5,78,22.6,.739,.048,.143,12.9,21.8,17.3,8.2,1.9,7.5,21.2,15.8,,0.2,0.1,0.3,.183,,0.1,3.8,3.9,0.1
204,Dewan Hernandez\hernade01,C,23,TOR,4,11,4.2,.340,.200,.400,19.7,46.6,33.5,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.009,,-13.9,-6.1,-20.0,0.0
205,Juan Hernangómez\hernaju01,PF,24,TOT,39,565,8.7,.478,.506,.280,6.5,17.2,11.8,6.1,0.7,1.1,10.2,15.5,,0.0,0.5,0.4,.037,,-3.2,-1.4,-4.7,-0.4
205,Juan Hernangómez\hernaju01,PF,24,DEN,34,422,6.9,.442,.545,.227,6.3,18.6,12.4,6.8,0.6,1.1,12.9,14.3,,-0.2,0.4,0.2,.017,,-4.1,-1.0,-5.1,-0.3
205,Juan Hernangómez\hernaju01,PF,24,MIN,5,143,13.8,.546,.426,.389,7.1,12.9,9.9,4.2,1.0,1.2,4.5,19.1,,0.2,0.1,0.3,.096,,-0.6,-2.7,-3.3,0.0
206,Willy Hernangómez\hernawi01,C,25,CHO,24,254,18.0,.565,.198,.455,12.4,24.9,18.4,11.2,1.2,1.8,15.4,24.7,,0.2,0.2,0.4,.078,,-1.9,-1.3,-3.2,-0.1
207,Tyler Herro\herroty01,SG,20,MIA,46,1273,11.5,.535,.476,.149,1.3,14.5,8.2,11.1,1.1,0.5,11.3,22.0,,-0.1,1.1,1.0,.038,,-1.8,-1.7,-3.6,-0.5
208,Kevin Hervey\herveke01,PF,23,OKC,6,13,-12.5,.000,.800,.000,0.0,16.4,8.5,9.2,0.0,0.0,0.0,17.0,,-0.1,0.0,-0.1,-0.357,,-13.9,-3.2,-17.1,0.0
209,Mario Hezonja\hezonma01,PF,24,POR,40,645,8.1,.493,.340,.314,3.7,18.6,11.2,6.2,1.8,0.8,14.0,13.6,,-0.1,0.5,0.4,.029,,-3.5,-0.1,-3.7,-0.3
210,Buddy Hield\hieldbu01,SG,27,SAC,56,1847,16.1,.563,.574,.129,3.1,14.0,8.4,16.0,1.3,0.8,11.9,26.8,,1.5,1.2,2.7,.071,,2.2,-1.8,0.4,1.1
211,George Hill\hillge01,PG,33,MIL,46,969,17.8,.680,.455,.238,4.4,9.2,7.0,18.6,1.6,0.4,11.6,15.4,,3.0,1.6,4.6,.227,,3.1,0.2,3.2,1.3
212,Solomon Hill\hillso01,SF,28,TOT,50,923,10.1,.543,.629,.158,3.1,13.6,8.4,12.9,1.7,0.7,13.8,13.5,,0.5,0.7,1.2,.063,,-0.9,-0.2,-1.1,0.2
212,Solomon Hill\hillso01,SF,28,MEM,48,901,10.2,.549,.631,.163,2.9,13.9,8.5,13.2,1.6,0.7,13.8,13.4,,0.5,0.7,1.2,.066,,-0.8,-0.1,-0.9,0.3
212,Solomon Hill\hillso01,SF,28,MIA,2,22,5.3,.357,.571,.000,10.7,4.9,7.6,0.0,4.4,0.0,12.5,16.0,,0.0,0.0,0.0,-0.033,,-5.4,-2.1,-7.5,0.0
213,Jaylen Hoard\hoardja01,SF,20,POR,13,103,14.9,.504,.094,.406,14.1,17.8,16.0,5.4,2.3,0.0,9.6,17.2,,0.1,0.1,0.2,.096,,-1.7,-1.6,-3.4,0.0
214,Aaron Holiday\holidaa01,PG,23,IND,50,1149,12.7,.525,.411,.129,1.8,8.9,5.4,21.4,1.5,0.8,12.2,20.6,,0.5,1.0,1.6,.065,,-0.4,-1.4,-1.8,0.1
215,Jrue Holiday\holidjr01,SG,29,NOP,48,1663,17.3,.527,.340,.176,3.7,10.6,7.1,29.8,2.3,2.0,14.0,25.3,,1.5,1.5,3.0,.086,,1.3,0.2,1.6,1.5
216,Justin Holiday\holidju01,SG,30,IND,57,1447,12.4,.592,.670,.144,2.2,12.1,7.2,7.6,2.0,2.3,7.4,13.1,,1.6,1.8,3.4,.113,,0.9,1.4,2.2,1.5
217,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,45,885,16.1,.544,.064,.462,10.9,15.1,13.0,13.0,2.3,2.0,12.6,17.7,,1.4,1.6,3.0,.162,,-0.9,2.5,1.6,0.8
218,Richaun Holmes\holmeri01,C,26,SAC,37,1087,20.8,.692,.000,.301,11.3,21.5,16.3,5.3,1.8,4.6,11.6,15.9,,3.2,1.4,4.6,.203,,1.1,2.4,3.6,1.5
219,Rodney Hood\hoodro01,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,,0.9,0.2,1.1,.088,,0.6,-1.2,-0.6,0.2
220,Al Horford\horfoal01,C,33,PHI,52,1586,15.0,.515,.403,.104,5.4,18.4,11.9,18.2,1.4,2.5,8.1,17.5,,1.8,2.3,4.1,.125,,0.2,1.9,2.2,1.7
221,Talen Horton-Tucker\hortota01,SG,19,LAL,2,5,14.9,.000,1.000,.000,0.0,0.0,0.0,44.8,9.5,0.0,0.0,8.5,,0.0,0.0,0.0,.109,,-5.6,-3.8,-9.4,0.0
222,Danuel House\houseda01,SF,26,HOU,50,1530,11.5,.574,.652,.180,3.6,11.7,7.6,5.6,1.7,1.5,8.6,13.4,,1.7,1.4,3.1,.099,,-0.1,0.2,0.0,0.8
223,Dwight Howard\howardw01,C,34,LAL,55,1080,19.0,.693,.021,.688,15.2,27.7,21.6,4.4,1.0,5.8,17.8,14.7,,2.4,2.1,4.4,.197,,-0.3,2.6,2.3,1.2
224,William Howard\howarwi01,SG,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.2,8.1,9.0,0.0,0.0,20.0,15.8,,-0.1,0.0,-0.1,-0.353,,-14.6,-2.9,-17.5,-0.1
225,Kevin Huerter\huertke01,SG,21,ATL,47,1443,11.3,.537,.549,.112,2.1,12.5,7.2,16.4,1.3,1.2,12.6,17.6,,0.6,0.5,1.1,.036,,-0.6,-1.2,-1.7,0.1
226,De'Andre Hunter\huntede01,SF,22,ATL,54,1704,8.7,.520,.434,.197,1.9,11.8,6.8,8.4,1.1,0.7,11.9,17.7,,-0.4,0.5,0.0,.001,,-2.5,-1.7,-4.2,-0.9
227,Chandler Hutchison\hutchch01,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.6,11.2,7.5,2.5,1.3,11.4,19.1,,0.0,0.7,0.7,.062,,-4.1,0.4,-3.7,-0.2
228,Serge Ibaka\ibakase01,C,30,TOR,46,1246,18.6,.600,.249,.191,8.3,22.8,15.8,8.1,0.9,3.0,12.8,24.3,,1.5,2.2,3.8,.145,,-0.6,0.6,0.0,0.6
229,Andre Iguodala\iguodan01,SG,36,MIA,5,105,9.6,.554,.632,.211,8.9,16.3,12.8,10.4,0.9,2.8,19.4,10.8,,0.1,0.1,0.2,.086,,-1.3,1.1,-0.3,0.0
230,Ersan İlyasova\ilyaser01,PF,32,MIL,51,823,16.1,.591,.418,.259,7.2,22.2,15.2,7.3,1.2,1.5,8.5,17.2,,1.5,1.7,3.2,.188,,-0.3,0.7,0.3,0.5
231,Joe Ingles\inglejo01,SF,32,UTA,56,1688,12.3,.576,.621,.162,1.4,12.6,7.2,23.9,1.4,0.3,18.1,15.3,,2.0,1.8,3.8,.109,,1.0,0.5,1.5,1.5
232,Brandon Ingram\ingrabr01,PF,22,NOP,49,1662,20.3,.598,.351,.342,2.6,17.0,9.8,20.1,1.3,1.7,12.8,28.4,,3.4,1.3,4.7,.136,,2.6,-0.6,2.0,1.7
233,Kyrie Irving\irvinky01,PG,27,BRK,20,658,26.4,.595,.341,.245,3.5,12.3,8.0,37.4,1.9,1.2,10.1,32.6,,2.2,0.9,3.0,.221,,7.4,0.1,7.5,1.6
234,Jonathan Isaac\isaacjo01,SF,22,ORL,32,949,17.1,.542,.283,.227,6.1,19.3,12.4,7.3,2.6,7.4,11.7,18.4,,0.4,1.9,2.3,.118,,-2.1,4.9,2.8,1.2
235,Wesley Iwundu\iwundwe01,SF,25,ORL,41,749,9.7,.507,.348,.371,3.0,12.4,7.5,8.3,1.6,1.2,7.6,13.0,,0.4,0.8,1.2,.078,,-3.1,0.4,-2.7,-0.1
236,Frank Jackson\jacksfr01,PG,21,NOP,45,583,8.5,.518,.467,.253,2.7,7.5,5.1,8.8,1.2,0.6,13.5,20.3,,-0.2,0.2,0.1,.004,,-3.0,-2.9,-5.9,-0.6
237,Jaren Jackson\jacksja02,C,20,MEM,54,1512,16.2,.590,.485,.237,3.8,13.8,8.9,7.4,1.1,4.9,10.8,23.9,,1.5,1.5,3.0,.096,,0.8,0.1,0.8,1.1
238,Josh Jackson\jacksjo02,SG,22,MEM,9,164,11.5,.545,.407,.305,3.9,18.4,11.3,8.4,2.0,1.0,16.3,20.3,,-0.1,0.2,0.1,.035,,-2.9,-0.6,-3.5,-0.1
239,Justin Jackson\jacksju01,PF,24,DAL,51,820,9.6,.497,.482,.142,3.0,13.0,8.1,5.7,0.6,0.6,3.5,16.2,,0.5,0.4,1.0,.056,,-2.0,-2.3,-4.3,-0.5
240,Reggie Jackson\jacksre01,PG,29,TOT,15,404,14.2,.490,.425,.159,3.0,8.9,6.0,30.2,1.0,0.2,10.1,26.5,,0.2,0.1,0.4,.047,,0.7,-3.4,-2.7,-0.1
240,Reggie Jackson\jacksre01,PG,29,DET,14,381,14.8,.492,.414,.167,3.2,8.9,6.1,30.6,1.0,0.2,9.8,26.9,,0.3,0.1,0.4,.052,,1.0,-3.4,-2.4,0.0
240,Reggie Jackson\jacksre01,PG,29,LAC,1,23,4.0,.444,.667,.000,0.0,8.8,4.5,23.8,0.0,0.0,18.2,19.8,,0.0,0.0,0.0,-0.036,,-4.3,-4.1,-8.4,0.0
241,Justin James\jamesju01,SG,23,SAC,32,216,11.7,.487,.333,.269,3.0,12.9,7.8,11.0,1.4,4.0,8.4,19.2,,0.0,0.2,0.2,.037,,-3.7,-0.2,-3.8,-0.1
242,LeBron James\jamesle01,PG,35,LAL,53,1850,25.5,.573,.319,.289,3.1,20.7,12.1,49.6,1.7,1.1,15.2,31.4,,5.3,2.8,8.0,.209,,6.3,2.0,8.3,4.8
243,Amile Jefferson\jeffeam01,PF,26,ORL,18,74,9.0,.372,.000,1.000,13.8,19.5,16.5,7.4,0.7,3.7,13.0,13.6,,-0.1,0.1,0.0,.026,,-6.5,1.2,-5.3,-0.1
244,DaQuan Jeffries\jeffrda01,SG,22,SAC,6,19,10.7,.500,.571,.000,5.7,0.0,3.0,7.8,2.6,0.0,0.0,16.0,,0.0,0.0,0.0,.081,,0.2,-2.9,-2.7,0.0
245,Ty Jerome\jeromty01,PG,22,PHO,23,268,8.9,.444,.430,.151,2.4,13.1,7.6,20.2,2.5,1.0,15.4,18.5,,-0.3,0.3,0.0,.004,,-3.9,-0.2,-4.0,-0.1
246,Alize Johnson\johnsal02,SF,23,IND,12,50,12.5,.510,.000,.400,15.5,22.1,18.8,5.5,0.0,0.0,10.2,17.3,,0.1,0.0,0.1,.097,,-3.4,-2.9,-6.3,-0.1
247,B.J. Johnson\johnsbj01,SF,24,ORL,8,46,2.6,.344,.333,.111,2.2,12.1,6.9,6.3,2.1,0.0,13.7,20.7,,-0.2,0.0,-0.1,-0.130,,-9.6,-1.9,-11.5,-0.1
248,Cameron Johnson\johnsca02,PF,23,PHO,44,870,12.0,.567,.694,.148,4.6,11.3,7.9,7.6,1.4,1.3,8.2,16.1,,0.9,0.7,1.5,.084,,0.5,-1.0,-0.5,0.3
249,James Johnson\johnsja01,PF,32,TOT,23,409,12.2,.541,.488,.202,3.5,17.1,10.5,14.0,1.7,4.8,16.1,17.6,,0.0,0.6,0.6,.070,,-2.3,1.9,-0.4,0.2
249,James Johnson\johnsja01,PF,32,MIA,18,281,11.2,.547,.517,.161,3.3,16.8,10.4,11.1,1.0,4.6,13.9,16.9,,0.0,0.4,0.4,.069,,-2.4,1.1,-1.3,0.0
249,James Johnson\johnsja01,PF,32,MIN,5,128,14.4,.529,.429,.286,4.0,17.8,10.7,20.5,3.3,5.2,20.2,19.1,,0.0,0.2,0.2,.072,,-2.1,3.8,1.6,0.1
250,Keldon Johnson\johnske04,SF,20,SAS,5,25,11.1,.409,.067,.133,8.6,17.2,12.8,19.1,0.0,0.0,5.9,29.2,,0.0,0.0,0.0,-0.068,,-4.9,-4.4,-9.3,0.0
251,Stanley Johnson\johnsst04,PF,23,TOR,19,95,3.6,.352,.433,.200,3.4,20.5,12.2,11.0,2.0,2.0,19.7,18.3,,-0.3,0.2,-0.1,-0.054,,-8.5,1.5,-7.0,-0.1
252,Tyler Johnson\johnsty01,SG,27,PHO,31,515,8.1,.481,.485,.187,2.1,9.2,5.6,13.5,1.1,1.4,11.5,17.2,,-0.2,0.3,0.1,.013,,-3.1,-1.4,-4.5,-0.3
253,Nikola Jokić\jokicni01,C,24,DEN,57,1854,25.7,.605,.239,.274,8.1,26.3,17.2,34.5,1.8,2.0,14.7,27.0,,5.7,2.9,8.6,.223,,5.6,3.0,8.7,5.0
254,Damian Jones\jonesda03,C,24,ATL,51,850,15.9,.718,.047,.488,8.9,15.7,12.3,5.4,1.4,3.7,11.8,11.6,,2.2,0.6,2.8,.156,,-0.2,0.8,0.6,0.6
255,Derrick Jones\jonesde02,SF,22,MIA,42,1028,14.1,.598,.394,.367,4.9,13.8,9.5,5.9,2.1,2.7,7.5,14.2,,1.6,1.4,3.0,.139,,-0.1,1.2,1.2,0.8
256,Tyus Jones\jonesty01,PG,23,MEM,56,1054,15.9,.542,.261,.124,0.8,8.0,4.5,32.7,2.1,0.5,11.6,16.4,,1.8,0.7,2.6,.116,,-0.2,-2.2,-2.3,-0.1
257,DeAndre Jordan\jordade01,C,31,BRK,47,1015,20.5,.687,.000,.417,12.1,34.3,23.5,13.8,0.7,3.7,18.9,14.4,,2.5,2.0,4.5,.212,,-0.5,3.8,3.4,1.4
258,Cory Joseph\josepco01,PG,28,SAC,56,1376,9.7,.501,.363,.150,2.6,9.7,6.0,18.6,1.3,1.2,14.3,13.1,,0.7,0.8,1.6,.054,,-2.1,-0.3,-2.4,-0.1
259,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,64,18.2,.614,.625,.156,1.6,15.7,8.8,4.9,1.5,2.7,5.5,23.4,,0.1,0.1,0.2,.174,,1.4,-2.0,-0.6,0.0
260,Frank Kaminsky\kaminfr01,C,26,PHO,32,718,14.6,.554,.401,.315,4.5,20.2,12.2,14.8,0.9,1.2,9.4,20.7,,0.8,0.6,1.4,.096,,-0.2,-0.7,-0.9,0.2
261,Enes Kanter\kanteen01,C,27,BOS,44,797,22.4,.603,.025,.282,17.0,30.6,23.8,8.3,1.0,4.0,12.8,19.6,,2.0,1.5,3.5,.213,,0.1,1.7,1.8,0.8
262,Luke Kennard\kennalu01,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,10.9,6.0,19.1,0.6,0.5,10.3,19.7,,1.7,0.3,2.0,.103,,1.8,-2.4,-0.6,0.3
263,Stanton Kidd\kiddst01,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,20.8,10.9,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.322,,-16.4,0.5,-15.9,-0.1
264,Michael Kidd-Gilchrist\kiddgmi01,PF-SF,26,TOT,14,169,5.1,.414,.315,.167,6.2,17.4,11.6,9.0,0.0,1.6,12.1,17.1,,-0.2,0.1,-0.1,-0.039,,-6.3,-2.0,-8.3,-0.3
264,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.5,,-0.2,0.1,-0.1,-0.030,,-6.0,-2.0,-8.0,-0.2
264,Michael Kidd-Gilchrist\kiddgmi01,SF,26,DAL,2,9,-12.9,.000,.000,.000,11.9,0.0,5.8,0.0,0.0,0.0,50.0,9.5,,0.0,0.0,0.0,-0.204,,-10.9,-2.3,-13.2,0.0
265,Louis King\kinglo02,SF,20,DET,10,62,6.3,.448,.524,.143,1.8,16.5,9.1,11.7,1.6,0.0,8.2,17.1,,0.0,0.0,0.0,-0.003,,-3.8,-2.0,-5.8,-0.1
266,Maxi Kleber\klebima01,C,28,DAL,56,1400,14.5,.615,.608,.182,6.9,15.0,11.0,5.7,0.5,3.9,8.7,14.1,,2.8,1.2,4.0,.137,,1.3,0.5,1.8,1.4
267,Brandon Knight\knighbr03,PG,28,TOT,19,286,5.2,.447,.772,.168,1.2,7.8,4.5,17.6,1.0,0.6,17.5,19.7,,-0.4,0.0,-0.4,-0.068,,-3.4,-3.8,-7.2,-0.4
267,Brandon Knight\knighbr03,PG,28,CLE,16,241,5.5,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.0,,-0.3,0.0,-0.3,-0.063,,-3.2,-3.7,-6.9,-0.3
267,Brandon Knight\knighbr03,PG,28,DET,3,45,3.7,.537,.933,.267,0.0,7.6,3.8,15.7,1.1,0.0,29.5,23.0,,-0.1,0.0,-0.1,-0.096,,-4.6,-4.3,-8.9,-0.1
268,Kevin Knox\knoxke01,SF,20,NYK,55,1005,8.8,.481,.510,.255,2.0,14.9,8.2,7.7,1.0,2.1,8.8,17.7,,-0.3,0.6,0.3,.016,,-3.1,-1.1,-4.2,-0.6
269,John Konchar\konchjo01,SG,23,MEM,6,34,8.5,.643,.400,.200,0.0,6.1,3.1,10.9,0.0,0.0,0.0,6.7,,0.1,0.0,0.1,.087,,-2.0,-3.0,-5.0,0.0
270,Furkan Korkmaz\korkmfu01,SG,22,PHI,56,1194,11.9,.571,.611,.116,1.5,10.2,5.9,6.6,1.2,1.0,7.7,18.4,,0.9,1.3,2.2,.088,,-0.2,-1.6,-1.8,0.0
271,Luke Kornet\kornelu01,C,24,CHI,36,559,12.7,.539,.578,.150,4.1,12.7,8.2,8.6,0.9,4.4,6.6,16.3,,0.5,0.6,1.1,.092,,-1.4,0.2,-1.2,0.1
272,Kyle Korver\korveky01,SF,38,MIL,47,782,10.6,.600,.797,.131,1.6,10.0,6.1,8.9,1.2,1.2,13.5,15.3,,0.6,1.3,1.9,.115,,-0.2,-0.1,-0.3,0.3
273,Rodions Kurucs\kurucro01,PF,21,BRK,33,427,9.7,.604,.462,.188,4.0,15.0,9.6,9.9,1.4,0.4,20.2,15.5,,0.1,0.5,0.6,.069,,-2.6,0.0,-2.6,-0.1
274,Kyle Kuzma\kuzmaky01,PF,24,LAL,46,1137,11.9,.531,.410,.233,4.2,14.9,9.7,7.6,0.7,1.5,11.8,22.9,,0.1,1.2,1.3,.056,,-2.2,-1.5,-3.7,-0.5
275,Skal Labissière\labissk01,C,23,POR,33,567,15.4,.588,.088,.224,11.9,18.7,15.3,10.3,0.6,4.6,15.7,14.3,,1.0,0.4,1.4,.122,,-0.6,1.5,1.0,0.4
276,Jeremy Lamb\lambje01,SG,27,IND,46,1291,14.1,.547,.330,.230,2.1,15.0,8.6,10.6,2.1,1.5,8.7,19.7,,0.9,1.7,2.6,.096,,-0.6,0.7,0.1,0.7
277,Romeo Langford\langfro01,SG,20,BOS,20,219,7.8,.542,.383,.447,3.0,6.3,4.7,1.8,1.1,2.5,8.2,11.9,,0.1,0.2,0.3,.075,,-2.8,-0.3,-3.0,-0.1
278,Zach LaVine\lavinza01,SG,24,CHI,58,2009,19.5,.570,.406,.286,2.0,13.8,7.7,21.7,2.1,1.3,13.5,31.4,,1.9,2.2,4.1,.097,,2.3,-0.7,1.5,1.8
279,Vic Law\lawvi01,SF,24,ORL,3,4,-30.4,.000,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,,-0.1,0.0,-0.1,-0.807,,-25.0,-9.5,-34.6,0.0
280,Jake Layman\laymaja01,PF,25,MIN,14,369,10.0,.539,.409,.076,3.3,8.5,5.8,4.6,1.5,2.2,11.7,17.3,,-0.1,0.2,0.2,.020,,-2.6,-0.8,-3.4,-0.1
281,T.J. Leaf\leaftj01,PF,22,IND,23,185,13.5,.470,.209,.179,12.0,24.5,18.2,4.5,2.1,1.4,7.7,18.6,,0.0,0.3,0.3,.082,,-3.6,-0.7,-4.3,-0.1
282,Jalen Lecque\lecquja01,PG,19,PHO,4,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.039,,-6.1,-7.6,-13.7,-0.1
283,Courtney Lee\leeco01,SG,34,DAL,15,163,12.5,.661,.651,.047,1.3,6.9,4.2,5.9,1.8,2.1,6.4,12.3,,0.3,0.1,0.4,.122,,0.9,-0.6,0.3,0.1
284,Damion Lee\leeda03,SG,27,GSW,41,1154,12.7,.546,.430,.256,2.7,16.2,9.2,13.8,1.7,0.3,10.8,19.1,,0.7,0.6,1.4,.056,,-0.9,-1.3,-2.2,-0.1
285,Alex Len\lenal01,C,26,TOT,41,761,17.4,.588,.213,.316,10.2,23.5,16.8,8.6,1.3,3.7,12.3,18.7,,1.1,0.7,1.8,.112,,-1.2,0.3,-0.9,0.2
285,Alex Len\lenal01,C,26,ATL,40,745,17.6,.590,.215,.312,9.9,23.4,16.6,8.8,1.2,3.7,11.7,18.7,,1.1,0.7,1.8,.116,,-1.0,0.3,-0.7,0.2
285,Alex Len\lenal01,C,26,SAC,1,16,6.5,.387,.000,.667,27.3,29.1,28.2,0.0,3.1,6.0,43.6,18.7,,-0.1,0.0,0.0,-0.078,,-11.7,-0.9,-12.6,0.0
286,Kawhi Leonard\leonaka01,SF,28,LAC,43,1400,26.5,.579,.277,.332,3.2,20.1,11.8,28.4,2.6,1.8,11.3,33.7,,3.6,2.5,6.1,.209,,4.8,2.3,7.1,3.2
287,Meyers Leonard\leoname01,C,27,MIA,49,987,11.2,.640,.534,.117,3.2,24.0,14.1,7.7,0.6,1.5,13.0,12.0,,1.1,1.1,2.2,.107,,-1.3,0.2,-1.1,0.2
288,Caris LeVert\leverca01,SG,25,BRK,30,832,12.4,.484,.289,.237,3.5,9.9,6.8,21.0,1.9,0.5,13.7,28.2,,-0.8,1.0,0.1,.008,,-2.5,-0.8,-3.3,-0.3
289,Damian Lillard\lillada01,PG,29,POR,54,1996,26.8,.621,.489,.376,1.5,10.5,6.1,35.2,1.2,0.8,11.0,30.6,,8.7,0.6,9.3,.223,,9.1,-2.6,6.6,4.3
290,Nassir Little\littlna01,PF,19,POR,41,520,9.9,.516,.397,.287,6.2,14.1,10.2,4.9,0.9,2.3,8.9,13.7,,0.3,0.3,0.6,.055,,-2.1,-0.9,-3.1,-0.1
291,Kevon Looney\looneke01,C,23,GSW,17,213,7.9,.371,.177,.145,11.2,15.7,13.4,8.8,2.5,1.7,12.0,15.0,,-0.2,0.2,-0.1,-0.013,,-5.3,0.5,-4.8,-0.2
292,Brook Lopez\lopezbr01,C,31,MIL,54,1441,14.1,.538,.509,.196,2.5,13.3,8.3,8.2,1.2,8.1,9.0,16.9,,0.8,3.4,4.2,.140,,-1.6,4.7,3.1,1.9
293,Robin Lopez\lopezro01,C,31,MIL,52,717,11.7,.556,.339,.185,6.9,10.7,8.9,6.5,0.5,4.2,14.6,16.9,,0.2,1.2,1.5,.098,,-2.7,1.2,-1.6,0.1
294,Kevin Love\loveke01,PF,31,CLE,47,1461,18.0,.600,.523,.283,3.0,31.3,17.0,14.8,0.9,0.9,14.6,23.3,,2.0,0.9,3.0,.097,,1.1,-0.7,0.4,0.9
295,Kyle Lowry\lowryky01,PG,33,TOR,45,1635,17.9,.588,.569,.386,1.9,11.8,7.0,31.1,1.7,1.1,15.2,22.9,,3.6,2.4,6.0,.176,,3.3,0.2,3.5,2.3
296,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,30,463,9.3,.581,.527,.333,3.9,11.0,7.5,4.6,1.3,0.5,14.5,15.6,,0.2,0.5,0.7,.075,,-2.3,-0.9,-3.3,-0.1
297,Trey Lyles\lylestr01,PF,24,SAS,56,1040,12.0,.542,.493,.119,6.5,25.7,16.1,7.4,0.9,1.8,10.5,13.1,,0.8,0.8,1.6,.074,,-1.3,-0.2,-1.5,0.1
298,Daryl Macon\maconda01,SG,24,MIA,4,14,-3.0,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.7,,0.0,0.0,0.0,-0.159,,-9.5,-5.9,-15.5,0.0
299,J.P. Macura\macurjp01,SG,24,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.026,,-6.2,-0.8,-7.0,0.0
